# rho theta Phi
2.519841264841894883e+02 8.303117588672376259e-01 3.148999691009521484e+00
2.533377192602791297e+02 8.244843920338967846e-01 3.135190486907958984e+00
2.546998233214934828e+02 8.187191592756954961e-01 3.121371984481811523e+00
2.560703028466987234e+02 8.130154492789906095e-01 3.107551097869873047e+00
2.574490240804963719e+02 8.073726476941108787e-01 3.093732357025146484e+00
2.588358553214758899e+02 8.017901377054535983e-01 3.079914331436157227e+00
2.602306669091865388e+02 7.962673005747185062e-01 3.066102981567382812e+00
2.616333312099205841e+02 7.908035161579971550e-01 3.052300930023193359e+00
2.630437226013957002e+02 7.853981633974482790e-01 3.038510560989379883e+00
2.644617174564212974e+02 7.800506207882976772e-01 3.024733066558837891e+00
2.658871941256291507e+02 7.747602668219069066e-01 3.010976076126098633e+00
2.673200329193455786e+02 7.695264804056582975e-01 2.997239828109741211e+00
2.687601160886786147e+02 7.643486412604019176e-01 2.983529329299926758e+00
2.702073278058905430e+02 7.592261302962101110e-01 2.969844579696655273e+00
2.716615541441224764e+02 7.541583299671800189e-01 2.956187963485717773e+00
2.731226830565341288e+02 7.491446246060171621e-01 2.942563772201538086e+00
1.880425483766905472e+02 1.592069712818957816e+00 3.907350301742553711e+00
1.880106379968963211e+02 1.581434223370438152e+00 3.907679319381713867e+00
1.880000000000000000e+02 1.570796326794896558e+00 3.907764434814453125e+00
1.880106379968963211e+02 1.560158430219355186e+00 3.907532215118408203e+00
1.880425483766905472e+02 1.549522940770835522e+00 3.907055616378784180e+00
1.880957203128237154e+02 1.538892262309874193e+00 3.906305551528930664e+00
1.881701357814252162e+02 1.528268792175112356e+00 3.905283689498901367e+00
1.882657695918193212e+02 1.517654917949961213e+00 3.903992414474487305e+00
1.883825894290658596e+02 1.507053014262209611e+00 3.902429103851318359e+00
1.885205559083677258e+02 1.496465439627231442e+00 3.900603771209716797e+00
1.886796226411320845e+02 1.485894533345174739e+00 3.898506164550781250e+00
1.888597363124284243e+02 1.475342612462182457e+00 3.896143198013305664e+00
1.890608367695435845e+02 1.464811968805296738e+00 3.893512964248657227e+00
1.892828571212934889e+02 1.454304866100246452e+00 3.890620231628417969e+00
1.895257238477141470e+02 1.443823537180817684e+00 3.887463569641113281e+00
1.897893569197177044e+02 1.433370181297953350e+00 3.884047746658325195e+00
1.900736699282675488e+02 1.422946961536140975e+00 3.880370855331420898e+00
1.903785702225962098e+02 1.412556002344017569e+00 3.876436710357666016e+00
1.907039590569634697e+02 1.402199387185466994e+00 3.872246026992797852e+00
1.910497317454280051e+02 1.391879156316802701e+00 3.867806911468505859e+00
1.914157778240863763e+02 1.381597304694928363e+00 3.863111972808837891e+00
1.918019812202157652e+02 1.371355780020661941e+00 3.858170032501220703e+00
1.922082204277434130e+02 1.361156480920684197e+00 3.852981090545654297e+00
1.926343686884559929e+02 1.351001255270864121e+00 3.847548961639404297e+00
1.930802941783547340e+02 1.340891898662991855e+00 3.841876506805419922e+00
1.935458601985586142e+02 1.330830153016250517e+00 3.835965871810913086e+00
1.940309253701584566e+02 1.320817705334074166e+00 3.829818964004516602e+00
1.945353438324254682e+02 1.310856186606368601e+00 3.823441028594970703e+00
1.950589654437857519e+02 1.300947170856427304e+00 3.816830873489379883e+00
1.956016359849784010e+02 1.291092174331265774e+00 3.809996843338012695e+00
1.961631973638276634e+02 1.281292654833508404e+00 3.802937746047973633e+00
1.967434878210712270e+02 1.271550011192420060e+00 3.795661926269531250e+00
1.973423421367041612e+02 1.261865582871154912e+00 3.788169145584106445e+00
1.979595918363139049e+02 1.252240649706829467e+00 3.780462741851806641e+00
1.985950653969025552e+02 1.242676431779591306e+00 3.772546291351318359e+00
1.992485884517127488e+02 1.233174089406464446e+00 3.764427185058593750e+00
1.999199839935967873e+02 1.223734723255406109e+00 3.756103992462158203e+00
2.006090725764914282e+02 1.214359374574700112e+00 3.747580051422119141e+00
2.013156725145859127e+02 1.205049025532552109e+00 3.738865137100219727e+00
2.020396000787964397e+02 1.195804599661528078e+00 3.729954481124877930e+00
2.027806696901852206e+02 1.186626962402297147e+00 3.720859766006469727e+00
2.035386941099898195e+02 1.177516921740999756e+00 3.711579561233520508e+00
2.043134846259541462e+02 1.168475228934455989e+00 3.702120304107666016e+00
2.051048512346794723e+02 1.159502579317365667e+00 3.692483901977539062e+00
2.059126028197400160e+02 1.150599613185621317e+00 3.682675123214721680e+00
2.067365473253338450e+02 1.141766916749851646e+00 3.672701358795166016e+00
2.075764919252659411e+02 1.133005023153350166e+00 3.662559986114501953e+00
2.084322431870846515e+02 1.124314413548601177e+00 3.652260065078735352e+00
2.093036072312180806e+02 1.115695518226701877e+00 3.641797780990600586e+00
2.101903898849802204e+02 1.107148717794090409e+00 3.631189107894897461e+00
2.110923968313401815e+02 1.098674344391119995e+00 3.620430707931518555e+00
2.120094337523686647e+02 1.090272682947169169e+00 3.609528064727783203e+00
2.129413064672986309e+02 1.081943972467148685e+00 3.598481655120849609e+00
2.138878210651555491e+02 1.073688407344440376e+00 3.587299585342407227e+00
2.148487840319325528e+02 1.065506138695502036e+00 3.575984716415405273e+00
2.158240023723033403e+02 1.057397275711577267e+00 3.564538717269897461e+00
2.168132837258824281e+02 1.049361887023152917e+00 3.552967786788940430e+00
2.178164364780582787e+02 1.041400002073034514e+00 3.541278362274169922e+00
2.188332698654388935e+02 1.033511612494124821e+00 3.529468536376953125e+00
2.198635940759633911e+02 1.025696673488219579e+00 3.517546176910400391e+00
2.209072203437452231e+02 1.017955105202357435e+00 3.505514383316040039e+00
2.219639610387235678e+02 1.010286794099491514e+00 3.493372440338134766e+00
2.230336297512103840e+02 1.002691594320469504e+00 3.481130838394165039e+00
2.241160413714288211e+02 9.951693290345303700e-01 3.468791723251342773e+00
2.252110121641479452e+02 9.877197917757520873e-01 3.456355571746826172e+00
2.263183598385247990e+02 9.803427477630833886e-01 3.443831443786621094e+00
2.274379036132719989e+02 9.730379352018145855e-01 3.431215286254882812e+00
2.285694642772739371e+02 9.658050665645335764e-01 3.418519020080566406e+00
2.297128642457796843e+02 9.586438298498132227e-01 3.405743598937988281e+00
2.308679276123039017e+02 9.515538898170607940e-01 3.392886161804199219e+00
2.320344801963708221e+02 9.445348891961419246e-01 3.379962682723999023e+00
2.332123495872377816e+02 9.375864498705618333e-01 3.366964578628540039e+00
2.344013651837377950e+02 9.307081740331504260e-01 3.353900671005249023e+00
2.356013582303803275e+02 9.238996453133527798e-01 3.340777158737182617e+00
2.368121618498509520e+02 9.171604298753748274e-01 3.327594995498657227e+00
2.380336110720500642e+02 9.104900774865702928e-01 3.314357519149780273e+00
2.392655428598108927e+02 9.038881225555860377e-01 3.301069259643554688e+00
2.405077961314352137e+02 8.973540851399052221e-01 3.287732362747192383e+00
2.417602117801852160e+02 8.908874719225389205e-01 3.274347066879272461e+00
2.430226326908668852e+02 8.844877771577255299e-01 3.260921001434326172e+00
2.442949037536395167e+02 8.781544835855920050e-01 3.247459411621093750e+00
2.455768718751829169e+02 8.718870633158229966e-01 3.233963489532470703e+00
2.468683859873515587e+02 8.656849786804647895e-01 3.220433950424194336e+00
2.481692970534429321e+02 8.595476830560689896e-01 3.206876277923583984e+00
2.494794580722028172e+02 8.534746216554477405e-01 3.193295001983642578e+00
2.507987240796890376e+02 8.474652322893748702e-01 3.179691076278686523e+00
2.521269521491107923e+02 8.415189460986247649e-01 3.166067123413085938e+00
2.534640013887573673e+02 8.356351882567891742e-01 3.152429103851318359e+00
2.548097329381277802e+02 8.298133786443591120e-01 3.138779163360595703e+00
2.561640099623676861e+02 8.240529324945949918e-01 3.125119686126708984e+00
2.575266976451179630e+02 8.183532610117464356e-01 3.111454725265502930e+00
2.588976631798749963e+02 8.127137719622102852e-01 3.097784757614135742e+00
2.602767757599590368e+02 8.071338702392409914e-01 3.084115028381347656e+00
2.616639065671840285e+02 8.016129584018505394e-01 3.070450544357299805e+00
2.630589287593181211e+02 7.961504371885494979e-01 3.056792736053466797e+00
2.644617174564212974e+02 7.907457060065989918e-01 3.043141365051269531e+00
2.658721497261418563e+02 7.853981633974482790e-01 3.029503107070922852e+00
2.672901045680516745e+02 7.801072074790476041e-01 3.015879154205322266e+00
2.687154628970949375e+02 7.748722363657228884e-01 3.002273321151733398e+00
2.701481075262234981e+02 7.696926485663090345e-01 2.988688468933105469e+00
2.715879231482873024e+02 7.645678433612311808e-01 2.975126981735229492e+00
2.730347963172459913e+02 7.594972211592287969e-01 2.961591482162475586e+00
2.744886154287642057e+02 7.544801838344056266e-01 2.948086738586425781e+00
1.900421005987883802e+02 1.591845848931943141e+00 3.898303031921386719e+00
1.900105260242179384e+02 1.581322253826622060e+00 3.898627996444702148e+00
1.900000000000000000e+02 1.570796326794896558e+00 3.898678302764892578e+00
1.900105260242179384e+02 1.560270399763171278e+00 3.898482799530029297e+00
1.900421005987883802e+02 1.549746804657850197e+00 3.898012399673461914e+00
1.900947132352712288e+02 1.539227870307118495e+00 3.897278070449829102e+00
1.901683464722770225e+02 1.528715919353005992e+00 3.896276950836181641e+00
1.902629759044044704e+02 1.518213265183954830e+00 3.895012378692626953e+00
1.903785702225962098e+02 1.507722208897984473e+00 3.893481254577636719e+00
1.905150912657577464e+02 1.497245036306356747e+00 3.891691446304321289e+00
1.906724940834414213e+02 1.486784014987402092e+00 3.889637470245361328e+00
1.908507270093567172e+02 1.476341391399849989e+00 3.887322664260864258e+00
1.910497317454280051e+02 1.465919388064662821e+00 3.884747028350830078e+00
1.912694434560837067e+02 1.455520200823944510e+00 3.881913423538208008e+00
1.915097908724250999e+02 1.445145996185050352e+00 3.878823041915893555e+00
1.917706964058899075e+02 1.434798908757512592e+00 3.875474929809570312e+00
1.920520762709948031e+02 1.424481038789866316e+00 3.871874094009399414e+00
1.923538406167134553e+02 1.414194449812881338e+00 3.868019342422485352e+00
1.926758936660214374e+02 1.403941166395107576e+00 3.863915443420410156e+00
1.930181338631165886e+02 1.393723172016021250e+00 3.859563589096069336e+00
1.933804540278050013e+02 1.383542407061413737e+00 3.854966163635253906e+00
1.937627415165258356e+02 1.373400766945015894e+00 3.850122690200805664e+00
1.941648783894760015e+02 1.363300100359693845e+00 3.845038652420043945e+00
1.945867415832846632e+02 1.353242207660888319e+00 3.839717149734497070e+00
1.950282030886815221e+02 1.343228839384312367e+00 3.834155797958374023e+00
1.954891301325984330e+02 1.333261694899283922e+00 3.828361034393310547e+00
1.959693853641430508e+02 1.323342421198418384e+00 3.822338104248046875e+00
1.964688270438849997e+02 1.313472611823808034e+00 3.816087245941162109e+00
1.969873092358997724e+02 1.303653805929201326e+00 3.809607744216918945e+00
1.975246820020222174e+02 1.293887487477138221e+00 3.802906513214111328e+00
1.980807915977720484e+02 1.284175084569443959e+00 3.795987606048583984e+00
1.986554806694242643e+02 1.274517968908976950e+00 3.788853883743286133e+00
1.992485884517127488e+02 1.264917455390044410e+00 3.781502723693847656e+00
1.998599509656699524e+02 1.255374801814456376e+00 3.773946046829223633e+00
2.004894012161241506e+02 1.245891208729777544e+00 3.766183376312255859e+00
2.011367693883940149e+02 1.236467819385971723e+00 3.758216381072998047e+00
2.018018830437416966e+02 1.227105719806292017e+00 3.750051259994506836e+00
2.024845673131658828e+02 1.217805938967986057e+00 3.741688966751098633e+00
2.031846450891405311e+02 1.208569449088125580e+00 3.733133792877197266e+00
2.039019372149269316e+02 1.199397166009648075e+00 3.724393129348754883e+00
2.046362626711111545e+02 1.190289949682531656e+00 3.715466022491455078e+00
2.053874387590438744e+02 1.181248604734864260e+00 3.706359624862670898e+00
2.061552812808830311e+02 1.172273881128476303e+00 3.697073459625244141e+00
2.069396047159653733e+02 1.163366474893721580e+00 3.687612056732177734e+00
2.077402223932572838e+02 1.154527028937955002e+00 3.677982091903686523e+00
2.085569466596593600e+02 1.145756133922241515e+00 3.668186187744140625e+00
2.093895890439636958e+02 1.137054329200853697e+00 3.658228158950805664e+00
2.102379604162863700e+02 1.128422103818151667e+00 3.648108243942260742e+00
2.111018711428205279e+02 1.119859897557516693e+00 3.637833118438720703e+00
2.119811312357776671e+02 1.111368102037094019e+00 3.627410650253295898e+00
2.128755504984073923e+02 1.102947061847218579e+00 3.616837263107299805e+00
2.137849386650051144e+02 1.094597075724522917e+00 3.606122970581054688e+00
2.147091055358388871e+02 1.086318397757873422e+00 3.595266580581665039e+00
2.156478611069444469e+02 1.078111238621445533e+00 3.584275484085083008e+00
2.166010156947561427e+02 1.069975766830413511e+00 3.573152065277099609e+00
2.175683800555586345e+02 1.061912110014922472e+00 3.561897754669189453e+00
2.185497654997598147e+02 1.053920356208188913e+00 3.550521135330200195e+00
2.195449840010014952e+02 1.046000555144789290e+00 3.539021492004394531e+00
2.205538483001373606e+02 1.038152719565379467e+00 3.527405023574829102e+00
2.215761720041214176e+02 1.030376826524312506e+00 3.515676259994506836e+00
2.226117696798621637e+02 1.022672818696812369e+00 3.503837823867797852e+00
2.236604569431083007e+02 1.015040605682582919e+00 3.491893053054809570e+00
2.247220505424423322e+02 1.007480065302928551e+00 3.479843139648437500e+00
2.257963684384671410e+02 9.999910448886718539e-01 3.467695474624633789e+00
2.268832298782790247e+02 9.925733625563597506e-01 3.455453634262084961e+00
2.279824554653274333e+02 9.852268084704385309e-01 3.443120718002319336e+00
2.290938672247688146e+02 9.779511460892825747e-01 3.430700540542602539e+00
2.302172886644267749e+02 9.707461133931430952e-01 3.418193340301513672e+00
2.313525448314757682e+02 9.636114240922692975e-01 3.405607223510742188e+00
2.324994623649697871e+02 9.565467688136303215e-01 3.392940998077392578e+00
2.336578695443404001e+02 9.495518162648359795e-01 3.380206584930419922e+00
2.348275963339913801e+02 9.426262143740172794e-01 3.367398262023925781e+00
2.360084744241189298e+02 9.357695914045828234e-01 3.354522943496704102e+00
2.372003372678883864e+02 9.289815570439169390e-01 3.341583251953125000e+00
2.384030201150983714e+02 9.222617034652219603e-01 3.328587293624877930e+00
2.396163600424645495e+02 9.156096063618447412e-01 3.315533876419067383e+00
2.408401959806543573e+02 9.090248259535488318e-01 3.302425861358642578e+00
2.420743687382041003e+02 9.025069079643125436e-01 3.289268016815185547e+00
2.433187210224482442e+02 8.960553845713439269e-01 3.276064634323120117e+00
2.445730974575903645e+02 8.896697753251036067e-01 3.262817621231079102e+00
2.458373446000423996e+02 8.833495880402256750e-01 3.249530315399169922e+00
2.471113109511582024e+02 8.770943196573113276e-01 3.236207246780395508e+00
2.483948469674844262e+02 8.709034570756529758e-01 3.222850084304809570e+00
2.496878050686496806e+02 8.647764779570218385e-01 3.209462881088256836e+00
2.509900396430105332e+02 8.587128515007189655e-01 3.196046113967895508e+00
2.523014070511696616e+02 8.527120391901534813e-01 3.182609796524047852e+00
2.536217656274792205e+02 8.467734955112652395e-01 3.169150114059448242e+00
2.549509756796392423e+02 8.408966686431651461e-01 3.155672073364257812e+00
2.562888994864974848e+02 8.350810011214055972e-01 3.142179965972900391e+00
2.576354012941544624e+02 8.293259304743381133e-01 3.128676652908325195e+00
2.589903473104740783e+02 8.236308898330498840e-01 3.115166425704956055e+00
2.603536056980966578e+02 8.179953085154011427e-01 3.101650238037109375e+00
2.617250465660480359e+02 8.124186125847131512e-01 3.088129520416259766e+00
2.631045419600353625e+02 8.069002253836794480e-01 3.074606895446777344e+00
2.644919658515169090e+02 8.014395680440921099e-01 3.061090946197509766e+00
2.658871941256291507e+02 7.960360599729897624e-01 3.047581434249877930e+00
2.672901045680516745e+02 7.906891193158490649e-01 3.034080743789672852e+00
2.687005768508880692e+02 7.853981633974482790e-01 3.020591497421264648e+00
2.701184925176356728e+02 7.801626091410407415e-01 3.007115364074707031e+00
2.715437349673160838e+02 7.749818734664786213e-01 2.993656635284423828e+00
2.729761894378335683e+02 7.698553736679318860e-01 2.980221033096313477e+00
2.744157429886266755e+02 7.647825277718445225e-01 2.966806173324584961e+00
2.758622844826744540e+02 7.597627548757708293e-01 2.953417778015136719e+00
1.920416621465248568e+02 1.591626646831113767e+00 3.889347553253173828e+00
1.920104163841118350e+02 1.581212616725866216e+00 3.889669895172119141e+00
1.920000000000000000e+02 1.570796326794896558e+00 3.889720678329467773e+00
1.920104163841118350e+02 1.560380036863926900e+00 3.889526844024658203e+00
1.920416621465248568e+02 1.549966006758679571e+00 3.889060974121093750e+00
1.920937271229854559e+02 1.539556493364628409e+00 3.888343334197998047e+00
1.921665943914290153e+02 1.529153747696308185e+00 3.887360572814941406e+00
1.922602402994441206e+02 1.518760011985680336e+00 3.886122703552246094e+00
1.923746345025767823e+02 1.508377516798939277e+00 3.884624958038330078e+00
1.925097400133302301e+02 1.498008478190971493e+00 3.882868766784667969e+00
1.926655132606767324e+02 1.487655094906455311e+00 3.880856037139892578e+00
1.928419041598583590e+02 1.477319545636307074e+00 3.878588914871215820e+00
1.930388561922184749e+02 1.467003986337853894e+00 3.876065969467163086e+00
1.932563064947687508e+02 1.456710547626737018e+00 3.873289585113525391e+00
1.934941859591651792e+02 1.446441332248135092e+00 3.870261430740356445e+00
1.937524193397336774e+02 1.436198412634429822e+00 3.866981267929077148e+00
1.940309253701584566e+02 1.425983828555957622e+00 3.863451719284057617e+00
1.943296168884197641e+02 1.415799584870955696e+00 3.859678506851196289e+00
1.946484009695430188e+02 1.405647649380269870e+00 3.855655670166015625e+00
1.949871790657016390e+02 1.395529950791815743e+00 3.851391553878784180e+00
1.953458471531964733e+02 1.385448376799201853e+00 3.846885681152343750e+00
1.957242958858199700e+02 1.375404772278323584e+00 3.842139244079589844e+00
1.961224107541002013e+02 1.365400937605129261e+00 3.837156772613525391e+00
1.965400722499103949e+02 1.355438627097158566e+00 3.831938743591308594e+00
1.969771560359220928e+02 1.345519547580841246e+00 3.826488494873046875e+00
1.974335331193766478e+02 1.335645357085952778e+00 3.820809364318847656e+00
1.979090700296476939e+02 1.325817663668032553e+00 3.814903974533081055e+00
1.984036289990684736e+02 1.316038024359001746e+00 3.808772563934326172e+00
1.989170681465016912e+02 1.306307944245663988e+00 3.802423238754272461e+00
1.994492416631359504e+02 1.296628875675237769e+00 3.795850992202758789e+00
2.000000000000000000e+02 1.287002217586568742e+00 3.789067029953002930e+00
2.005691900566984032e+02 1.277429314965186968e+00 3.782067537307739258e+00
2.011566553708825325e+02 1.267911458419925141e+00 3.774861812591552734e+00
2.017622363079870240e+02 1.258449883878398179e+00 3.767446279525756836e+00
2.023857702507762895e+02 1.249045772398254428e+00 3.759833812713623047e+00
2.030270917882635615e+02 1.239700250090764566e+00 3.752017498016357422e+00
2.036860329035842483e+02 1.230414388152989646e+00 3.744004487991333008e+00
2.043624231604235035e+02 1.221189203004494850e+00 3.735799789428710938e+00
2.050560898876207432e+02 1.212025656524324368e+00 3.727403402328491211e+00
2.057668583615933073e+02 1.202924656383743240e+00 3.718826770782470703e+00
2.064945519862449146e+02 1.193887056470075647e+00 3.710065364837646484e+00
2.072389924700465258e+02 1.184913657396822861e+00 3.701120138168334961e+00
2.080000000000000000e+02 1.176005207095135008e+00 3.692003011703491211e+00
2.087773934122178900e+02 1.167162401481631084e+00 3.682716131210327148e+00
2.095709903588757754e+02 1.158385885197509291e+00 3.673260927200317383e+00
2.103806074713161252e+02 1.149676252413874611e+00 3.663635730743408203e+00
2.112060605191053639e+02 1.141034047698208154e+00 3.653853893280029297e+00
2.120471645648675008e+02 1.132459766936938728e+00 3.643914222717285156e+00
2.129037341147402174e+02 1.123953858309132414e+00 3.633820056915283203e+00
2.137755832643194935e+02 1.115516723306382962e+00 3.623575210571289062e+00
2.146625258399798213e+02 1.107148717794090409e+00 3.613190889358520508e+00
2.155643755354766427e+02 1.098850153109421024e+00 3.602656126022338867e+00
2.164809460437569442e+02 1.090621297191369798e+00 3.591987371444702148e+00
2.174120511839212782e+02 1.082462375738491023e+00 3.581181526184082031e+00
2.183575050232988985e+02 1.074373573390014824e+00 3.570241928100585938e+00
2.193171219946130748e+02 1.066355034926225187e+00 3.559177637100219727e+00
2.202907170082298194e+02 1.058406866484158826e+00 3.547988414764404297e+00
2.212781055594972202e+02 1.050529136784850159e+00 3.536677360534667969e+00
2.222791038311968634e+02 1.042721878368537025e+00 3.525250673294067383e+00
2.232935287911407443e+02 1.034985088834432965e+00 3.513708591461181641e+00
2.243211982849592516e+02 1.027318732081853092e+00 3.502058267593383789e+00
2.253619311241363903e+02 1.019722739549679069e+00 3.490303754806518555e+00
2.264155471693584900e+02 1.012197011451334117e+00 3.478447914123535156e+00
2.274818674092508957e+02 1.004741418002635056e+00 3.466489076614379883e+00
2.285607140345864536e+02 9.973558006400676801e-01 3.454436302185058594e+00
2.296519105080556358e+02 9.900399732272262554e-01 3.442291736602783203e+00
2.307552816296953040e+02 9.827937232473290541e-01 3.430058240890502930e+00
2.318706535980782633e+02 9.756168129799076549e-01 3.417742252349853516e+00
2.329978540673711791e+02 9.685089806599324058e-01 3.405340909957885742e+00
2.341367122003723580e+02 9.614699416178072999e-01 3.392863988876342773e+00
2.352870587176438733e+02 9.544993893988253930e-01 3.380312681198120117e+00
2.364487259428563846e+02 9.475969968608306537e-01 3.367688894271850586e+00
2.376215478444663347e+02 9.407624172489814640e-01 3.354998826980590820e+00
2.388053600738475950e+02 9.339952852466475441e-01 3.342244386672973633e+00
2.400000000000000000e+02 9.272952180016121870e-01 3.329429149627685547e+00
2.412053067409587470e+02 9.206618161268737000e-01 3.316555500030517578e+00
2.424211211920281528e+02 9.140946646754624094e-01 3.303625345230102539e+00
2.436472860509634302e+02 9.075933340888033829e-01 3.290645599365234375e+00
2.448836458402234655e+02 9.011573811182590488e-01 3.277620553970336914e+00
2.461300469264165258e+02 8.947863497195882587e-01 3.264548540115356445e+00
2.473863375370596316e+02 8.884797719201484867e-01 3.251431703567504883e+00
2.486523677747710508e+02 8.822371686587553441e-01 3.238281250000000000e+00
2.499279896290129273e+02 8.760580505981934163e-01 3.225093603134155273e+00
2.512130569854998612e+02 8.699419189104464767e-01 3.211878299713134766e+00
2.525074256333860774e+02 8.638882660347803055e-01 3.198624610900878906e+00
2.538109532703425373e+02 8.578965764088768431e-01 3.185351133346557617e+00
2.551234995056315995e+02 8.519663271732721421e-01 3.172054767608642578e+00
2.564449258612850713e+02 8.460969888494012103e-01 3.158734798431396484e+00
2.577750957714883953e+02 8.402880259916021277e-01 3.145402431488037109e+00
2.591138745802701919e+02 8.345388978134684610e-01 3.132053136825561523e+00
2.604611295375952977e+02 8.288490587889791872e-01 3.118691682815551758e+00
2.618167297939534137e+02 8.232179592288652037e-01 3.105325698852539062e+00
2.631805463935356784e+02 8.176450458327022552e-01 3.091954946517944336e+00
2.645524522660865614e+02 8.121297622172409802e-01 3.078580856323242188e+00
2.659323222175145816e+02 8.066715494215095372e-01 3.065206289291381836e+00
2.673200329193455786e+02 8.012698463892383716e-01 3.051835536956787109e+00
2.687154628970949375e+02 7.959240904291736696e-01 3.038470506668090820e+00
2.701184925176356728e+02 7.906337176538559275e-01 3.025114774703979492e+00
2.715290039756342253e+02 7.853981633974482790e-01 3.011770486831665039e+00
2.729468812791236019e+02 7.802168626132097717e-01 2.998441219329833984e+00
2.743720102342802534e+02 7.750892502512050086e-01 2.985128879547119141e+00
2.758042784294688659e+02 7.700147616168531162e-01 2.971835613250732422e+00
2.772435752186153195e+02 7.649928327109102311e-01 2.958567619323730469e+00
1.940412327316026904e+02 1.591411962420500315e+00 3.880483150482177734e+00
1.940103090044443945e+02 1.581105239941139828e+00 3.880797386169433594e+00
1.940000000000000000e+02 1.570796326794896558e+00 3.880861759185791016e+00
1.940103090044443945e+02 1.560487413648653288e+00 3.880656003952026367e+00
1.940412327316026904e+02 1.550180691169292801e+00 3.880200862884521484e+00
1.940927613281855599e+02 1.539878347231854017e+00 3.879498004913330078e+00
1.941648783894760015e+02 1.529582564136576339e+00 3.878536462783813477e+00
1.942575609854092704e+02 1.519295515843671174e+00 3.877319335937500000e+00
1.943707796969493131e+02 1.509019365234546939e+00 3.875854253768920898e+00
1.945044986626273271e+02 1.498756261408068724e+00 3.874134302139282227e+00
1.946586756350715461e+02 1.488508337020214789e+00 3.872161388397216797e+00
1.948332620473208578e+02 1.478277705675249853e+00 3.869938373565673828e+00
1.950282030886815221e+02 1.468066459376227151e+00 3.867468118667602539e+00
1.952434377898524929e+02 1.457876666042293934e+00 3.864746570587158203e+00
1.954788991170146630e+02 1.447710367099890760e+00 3.861780166625976562e+00
1.957345140745494518e+02 1.437569575154518109e+00 3.858566522598266602e+00
1.960102038160258644e+02 1.427456271749294681e+00 3.855108737945556641e+00
1.963058837630701419e+02 1.417372405216051456e+00 3.851407051086425781e+00
1.966214637317096106e+02 1.407319888624202653e+00 3.847467184066772461e+00
1.969568480657628697e+02 1.397300597832114910e+00 3.843286275863647461e+00
1.973119357768302962e+02 1.387316369645155811e+00 3.838869094848632812e+00
1.976866206904250873e+02 1.377369000084049278e+00 3.834218025207519531e+00
1.980807915977720484e+02 1.367460242766620926e+00 3.829332590103149414e+00
1.984943324127920903e+02 1.357591807405442275e+00 3.824218511581420898e+00
1.989271223337833305e+02 1.347765358423338444e+00 3.818876028060913086e+00
1.993790360093056506e+02 1.337982513688162234e+00 3.813308000564575195e+00
1.998499437077728942e+02 1.328244843367705874e+00 3.807517051696777344e+00
2.003397114902584519e+02 1.318553868905078419e+00 3.801505327224731445e+00
2.008482013860218842e+02 1.308911062114377577e+00 3.795275211334228516e+00
2.013752715702700300e+02 1.299317844395982080e+00 3.788833618164062500e+00
2.019207765436731847e+02 1.289775586070319946e+00 3.782177209854125977e+00
2.024845673131658828e+02 1.280285605828522799e+00 3.775314092636108398e+00
2.030664915735730176e+02 1.270849170297954966e+00 3.768241405487060547e+00
2.036663938896154775e+02 1.261467493720209498e+00 3.760970830917358398e+00
2.042841158778626038e+02 1.252141737738803995e+00 3.753497600555419922e+00
2.049194963882158333e+02 1.242873011293473384e+00 3.745826959609985352e+00
2.055723716845238016e+02 1.233662370617659265e+00 3.737966775894165039e+00
2.062425756239482268e+02 1.224510819335518530e+00 3.729912757873535156e+00
2.069299398347179704e+02 1.215419308654546615e+00 3.721673727035522461e+00
2.076342938919291328e+02 1.206388737649694010e+00 3.713251352310180664e+00
2.083554654910688839e+02 1.197419953634691892e+00 3.704650402069091797e+00
2.090932806189620123e+02 1.188513752616147334e+00 3.695870876312255859e+00
2.098475637218597853e+02 1.179670879825867491e+00 3.686915159225463867e+00
2.106181378704122835e+02 1.170892030326777578e+00 3.677797317504882812e+00
2.114048249212869734e+02 1.162177849687747733e+00 3.668507814407348633e+00
2.122074456752165759e+02 1.153528934722611865e+00 3.659056663513183594e+00
2.130258200312816541e+02 1.144945834288655151e+00 3.649447441101074219e+00
2.138597671372528168e+02 1.136429050139868613e+00 3.639684200286865234e+00
2.147091055358388871e+02 1.127979037830307618e+00 3.629760265350341797e+00
2.155736533067062908e+02 1.119596207662951537e+00 3.619695901870727539e+00
2.164532282041550104e+02 1.111280925679543063e+00 3.609486103057861328e+00
2.173476477903545288e+02 1.103033514686978966e+00 3.599135875701904297e+00
2.182567295640617715e+02 1.094854255315938163e+00 3.588643550872802734e+00
2.191802910847597161e+02 1.086743387107552472e+00 3.578019380569458008e+00
2.201181500921721010e+02 1.078701109624067955e+00 3.567263603210449219e+00
2.210701246211255864e+02 1.070727583579583753e+00 3.556381225585937500e+00
2.220360331117451835e+02 1.062822931987112973e+00 3.545377492904663086e+00
2.230156945149824992e+02 1.054987241318374513e+00 3.534250259399414062e+00
2.240089283934906064e+02 1.047220562672882549e+00 3.523009777069091797e+00
2.250155550178698149e+02 1.039522912953082301e+00 3.511651754379272461e+00
2.260353954583219718e+02 1.031894276042444325e+00 3.500188112258911133e+00
2.270682716717595611e+02 1.024334603983611647e+00 3.488617181777954102e+00
2.281140065844269884e+02 1.016843818153868817e+00 3.476944684982299805e+00
